cusip,options,issuer,description,status
784178 90 3,,SFX ENTMT INC,CALL,
784178 95 3,,SFX ENTMT INC,PUT,
78425V 10 4,,SI FINL GROUP INC MD,COM,
784305 10 4,,SJW CORP,COM,
78440P 10 8,*,SK TELECOM LTD,SPONSORED ADR,
78440P 90 8,,SK TELECOM LTD,CALL,
78440P 95 8,,SK TELECOM LTD,PUT,
78440X 10 1,*,SL GREEN RLTY CORP,COM,
78440X 90 1,,SL GREEN RLTY CORP,CALL,
78440X 95 1,,SL GREEN RLTY CORP,PUT,
784413 10 6,,S L INDS INC,COM,
78442P 10 6,*,SLM CORP,COM,
78442P 90 6,,SLM CORP,CALL,
78442P 95 6,,SLM CORP,PUT,
78454L 10 0,*,SM ENERGY CO,COM,
78454L 90 0,,SM ENERGY CO,CALL,
78454L 95 0,,SM ENERGY CO,PUT,
784589 20 2,,SMTP INC,COM NEW,
78461U 10 1,*,SORL AUTO PTS INC,COM,
78461U 90 1,,SORL AUTO PTS INC,CALL,
78461U 95 1,,SORL AUTO PTS INC,PUT,
78462F 10 3,*,SPDR S&P 500 ETF TR,TR UNIT,
78462F 90 3,,SPDR S&P 500 ETF TR,CALL,
78462F 95 3,,SPDR S&P 500 ETF TR,PUT,
78463M 10 7,*,SPS COMM INC,COM,
78463M 90 7,,SPS COMM INC,CALL,
78463M 95 7,,SPS COMM INC,PUT,
78463V 10 7,*,SPDR GOLD TRUST,GOLD SHS,
78463V 90 7,,SPDR GOLD TRUST,CALL,
78463V 95 7,,SPDR GOLD TRUST,PUT,
78463X 10 3,,SPDR INDEX SHS FDS,STOXX EUR 50 ETF,
78463X 20 2,*,SPDR INDEX SHS FDS,EURO STOXX 50,
78463X 90 2,,SPDR INDEX SHS FDS,CALL,
78463X 95 2,,SPDR INDEX SHS FDS,PUT,
78463X 22 8,,SPDR INDEX SHS FDS,TAIWAN QUAL MX,ADDED
78463X 27 7,,SPDR INDEX SHS FDS,STH KOR QUALMX,ADDED
78463X 29 3,,SPDR INDEX SHS FDS,MEXICO QUAL MX,ADDED
78463X 30 1,*,SPDR INDEX SHS FDS,ASIA PACIF ETF,
78463X 90 1,,SPDR INDEX SHS FDS,CALL,
78463X 95 1,,SPDR INDEX SHS FDS,PUT,
78463X 33 5,,SPDR INDEX SHS FDS,MSCI UK QUALMX,
78463X 34 3,,SPDR INDEX SHS FDS,MSCI SPAIN QUA,
78463X 35 0,,SPDR INDEX SHS FDS,MSCI GERM QUAL,
78463X 36 8,,SPDR INDEX SHS FDS,MSCI JAP QUAL,
78463X 37 6,,SPDR INDEX SHS FDS,MSCI CDA QUAL,
78463X 38 4,,SPDR INDEX SHS FDS,MSCI AUST QUAL,
78463X 39 2,,SPDR INDEX SHS FDS,EUR STOXX SMCP,
78463X 40 0,*,SPDR INDEX SHS FDS,S&P CHINA ETF,
78463X 90 0,,SPDR INDEX SHS FDS,CALL,
78463X 95 0,,SPDR INDEX SHS FDS,PUT,
78463X 41 8,,SPDR INDEX SHS FDS,WRLD QUAL MIX,
78463X 42 6,,SPDR INDEX SHS FDS,EM QUAL MIX,
78463X 43 4,,SPDR INDEX SHS FDS,EAFE QUAL MIX,
78463X 44 2,,SPDR INDEX SHS FDS,SPDR MSCI BEYOND,
78463X 45 9,,SPDR INDEX SHS FDS,S&P GLBDIV ETF,
78463X 46 7,,SPDR INDEX SHS FDS,MSCI EM50 ETF,
78463X 47 5,,SPDR INDEX SHS FDS,MSCI ACWI ETF,
78463X 50 9,*,SPDR INDEX SHS FDS,EMERG MKTS ETF,
78463X 90 9,,SPDR INDEX SHS FDS,CALL,
78463X 95 9,,SPDR INDEX SHS FDS,PUT,
78463X 52 5,,SPDR INDEX SHS FDS,S&P SMLCP ASIA,
78463X 53 3,*,SPDR INDEX SHS FDS,S&P EM MKT DIV,
78463X 90 3,,SPDR INDEX SHS FDS,CALL,
78463X 95 3,,SPDR INDEX SHS FDS,PUT,
78463X 54 1,*,SPDR INDEX SHS FDS,GLB NAT RESRCE,
78463X 90 1,,SPDR INDEX SHS FDS,CALL,
78463X 95 1,,SPDR INDEX SHS FDS,PUT,
78463X 55 8,,SPDR INDEX SHS FDS,S&P RUSSIA ETF,
78463X 60 8,*,SPDR INDEX SHS FDS,EUROPE ETF,
78463X 90 8,,SPDR INDEX SHS FDS,CALL,
78463X 95 8,,SPDR INDEX SHS FDS,PUT,
78463X 63 2,,SPDR INDEX SHS FDS,INTL UTILT ETF,
78463X 64 0,,SPDR INDEX SHS FDS,INTL TELEC ETF,
78463X 65 7,,SPDR INDEX SHS FDS,INTL TECH ETF,
78463X 66 5,,SPDR INDEX SHS FDS,INTL MTRLS SEC,
78463X 67 3,,SPDR INDEX SHS FDS,INTL INDS ETF,
78463X 68 1,,SPDR INDEX SHS FDS,INTL HLTH ETF,
78463X 69 9,,SPDR INDEX SHS FDS,INTL FINL ETF,
78463X 70 7,,SPDR INDEX SHS FDS,LATIN AMER ETF,
78463X 71 5,,SPDR INDEX SHS FDS,INTL ENRGY ETF,
78463X 72 3,,SPDR INDEX SHS FDS,CONSM SPLS ETF,
78463X 73 1,,SPDR INDEX SHS FDS,S&P INTL CONS,
78463X 74 9,*,SPDR INDEX SHS FDS,DJ GLB RL ES ETF,
78463X 90 9,,SPDR INDEX SHS FDS,CALL,
78463X 95 9,,SPDR INDEX SHS FDS,PUT,
78463X 75 6,*,SPDR INDEX SHS FDS,S&P EMKTSC ETF,
78463X 90 6,,SPDR INDEX SHS FDS,CALL,
78463X 95 6,,SPDR INDEX SHS FDS,PUT,
78463X 76 4,,SPDR INDEX SHS FDS,S&PINTL MC ETF,
78463X 77 2,*,SPDR INDEX SHS FDS,S&P INTL ETF,
78463X 90 2,,SPDR INDEX SHS FDS,CALL,
78463X 95 2,,SPDR INDEX SHS FDS,PUT,
78463X 79 8,*,SPDR INDEX SHS FDS,S&P BRIC 40ETF,
78463X 90 8,,SPDR INDEX SHS FDS,CALL,
78463X 95 8,,SPDR INDEX SHS FDS,PUT,
78463X 80 6,*,SPDR INDEX SHS FDS,MIDEAST AFRICA,
78463X 90 6,,SPDR INDEX SHS FDS,CALL,
78463X 95 6,,SPDR INDEX SHS FDS,PUT,
78463X 82 2,*,SPDR INDEX SHS FDS,RUSS NOM SC JP,
78463X 90 2,,SPDR INDEX SHS FDS,CALL,
78463X 95 2,,SPDR INDEX SHS FDS,PUT,
78463X 83 0,*,SPDR INDEX SHS FDS,RUSS NOMURA PR,
78463X 90 0,,SPDR INDEX SHS FDS,CALL,
78463X 95 0,,SPDR INDEX SHS FDS,PUT,
78463X 84 8,,SPDR INDEX SHS FDS,MSCI ACWI EXUS,
78463X 85 5,*,SPDR INDEX SHS FDS,S&P GBLINF ETF,
78463X 90 5,,SPDR INDEX SHS FDS,CALL,
78463X 95 5,,SPDR INDEX SHS FDS,PUT,
78463X 86 3,*,SPDR INDEX SHS FDS,DJ INTL RL ETF,
78463X 90 3,,SPDR INDEX SHS FDS,CALL,
78463X 95 3,,SPDR INDEX SHS FDS,PUT,
78463X 87 1,*,SPDR INDEX SHS FDS,S&P INTL SMLCP,
78463X 90 1,,SPDR INDEX SHS FDS,CALL,
78463X 95 1,,SPDR INDEX SHS FDS,PUT,
78463X 88 9,*,SPDR INDEX SHS FDS,S&P WRLD EX US,
78463X 90 9,,SPDR INDEX SHS FDS,CALL,
78463X 95 9,,SPDR INDEX SHS FDS,PUT,
784635 10 4,*,SPX CORP,COM,
784635 90 4,,SPX CORP,CALL,
784635 95 4,,SPX CORP,PUT,
78464A 10 2,,SPDR SERIES TRUST,MORGAN TECH ETF,
78464A 12 8,,SPDR SERIES TRUST,SPDR S&P1500VL,
78464A 14 4,,SPDR SERIES TRUST,BRC ISSUER SCORD,
78464A 15 1,,SPDR SERIES TRUST,BRCLY INTL CRP,
78464A 20 1,,SPDR SERIES TRUST,S&P 600 SMCP GRW,
78464A 27 6,,SPDR SERIES TRUST,BRC BLD AMER BD,
78464A 28 4,*,SPDR SERIES TRUST,NUV HGHYLD MUN,
78464A 90 4,,SPDR SERIES TRUST,CALL,
78464A 95 4,,SPDR SERIES TRUST,PUT,
78464A 29 2,,SPDR SERIES TRUST,WELLS FG PFD ETF,
78464A 30 0,,SPDR SERIES TRUST,S&P 600 SMCP VAL,
78464A 31 8,,SPDR SERIES TRUST,NUVN S&P VRDO MN,
78464A 33 4,,SPDR SERIES TRUST,SHRT INTL ETF,
78464A 35 9,*,SPDR SERIES TRUST,BRC CNV SECS ETF,
78464A 90 9,,SPDR SERIES TRUST,CALL,
78464A 95 9,,SPDR SERIES TRUST,PUT,
78464A 36 7,,SPDR SERIES TRUST,LNG TRM CORP BD,
78464A 37 5,,SPDR SERIES TRUST,INTR TRM CORP BD,
78464A 38 3,,SPDR SERIES TRUST,BRC MTG BCKD BD,
78464A 39 1,*,SPDR SERIES TRUST,BRCLY EM LOCL,
78464A 90 1,,SPDR SERIES TRUST,CALL,
78464A 95 1,,SPDR SERIES TRUST,PUT,
78464A 40 9,,SPDR SERIES TRUST,S&P 500 GROWTH,
78464A 41 7,*,SPDR SERIES TRUST,BRC HGH YLD BD,
78464A 90 7,,SPDR SERIES TRUST,CALL,
78464A 95 7,,SPDR SERIES TRUST,PUT,
78464A 42 5,*,SPDR SERIES TRUST,NUVN BR SHT MUNI,
78464A 90 5,,SPDR SERIES TRUST,CALL,
78464A 95 5,,SPDR SERIES TRUST,PUT,
78464A 43 3,,SPDR SERIES TRUST,NUVN BR NY MUNI,
78464A 44 1,,SPDR SERIES TRUST,NUVN CALI MUNI,
78464A 45 8,*,SPDR SERIES TRUST,NUVN BRCLY MUNI,
78464A 90 8,,SPDR SERIES TRUST,CALL,
78464A 95 8,,SPDR SERIES TRUST,PUT,
78464A 47 4,*,SPDR SERIES TRUST,BARC SHT TR CP,
78464A 90 4,,SPDR SERIES TRUST,CALL,
78464A 95 4,,SPDR SERIES TRUST,PUT,
78464A 49 0,,SPDR SERIES TRUST,DB INT GVT ETF,
78464A 50 8,,SPDR SERIES TRUST,S&P 500 VALUE,
78464A 51 6,*,SPDR SERIES TRUST,BRCLYS INTL ETF,
78464A 90 6,,SPDR SERIES TRUST,CALL,
78464A 95 6,,SPDR SERIES TRUST,PUT,
78464A 52 4,,SPDR SERIES TRUST,S&P MTG FIN,
78464A 53 2,,SPDR SERIES TRUST,S&P TRANSN ETF,
78464A 54 0,,SPDR SERIES TRUST,S&P TELECOM,
78464A 57 3,,SPDR SERIES TRUST,HLTH CARE SVCS,
78464A 58 1,,SPDR SERIES TRUST,HLTH CR EQUIP,
78464A 59 9,,SPDR SERIES TRUST,COMP SOFTWARE,
78464A 60 7,*,SPDR SERIES TRUST,DJ REIT ETF,
78464A 90 7,,SPDR SERIES TRUST,CALL,
78464A 95 7,,SPDR SERIES TRUST,PUT,
78464A 63 1,,SPDR SERIES TRUST,AEROSPACE DEF,
78464A 64 9,,SPDR SERIES TRUST,BRCLYS AGG ETF,
78464A 65 6,*,SPDR SERIES TRUST,BARCLYS TIPS ETF,
78464A 90 6,,SPDR SERIES TRUST,CALL,
78464A 95 6,,SPDR SERIES TRUST,PUT,
78464A 66 4,*,SPDR SERIES TRUST,BRCLYS LG TRS ET,
78464A 90 4,,SPDR SERIES TRUST,CALL,
78464A 95 4,,SPDR SERIES TRUST,PUT,
78464A 67 2,*,SPDR SERIES TRUST,BRCLYS INTER ETF,
78464A 90 2,,SPDR SERIES TRUST,CALL,
78464A 95 2,,SPDR SERIES TRUST,PUT,
78464A 68 0,*,SPDR SERIES TRUST,BRCLYS 1-3MT ETF,
78464A 90 0,,SPDR SERIES TRUST,CALL,
78464A 95 0,,SPDR SERIES TRUST,PUT,
78464A 69 8,*,SPDR SERIES TRUST,S&P REGL BKG,
78464A 90 8,,SPDR SERIES TRUST,CALL,
78464A 95 8,,SPDR SERIES TRUST,PUT,
78464A 70 6,*,SPDR SERIES TRUST,GLB DOW ETF,
78464A 90 6,,SPDR SERIES TRUST,CALL,
78464A 95 6,,SPDR SERIES TRUST,PUT,
78464A 71 4,*,SPDR SERIES TRUST,S&P RETAIL ETF,
78464A 90 4,,SPDR SERIES TRUST,CALL,
78464A 95 4,,SPDR SERIES TRUST,PUT,
78464A 72 2,*,SPDR SERIES TRUST,S&P PHARMAC,
78464A 90 2,,SPDR SERIES TRUST,CALL,
78464A 95 2,,SPDR SERIES TRUST,PUT,
78464A 73 0,*,SPDR SERIES TRUST,S&P OILGAS EXP,
78464A 90 0,,SPDR SERIES TRUST,CALL,
78464A 95 0,,SPDR SERIES TRUST,PUT,
78464A 74 8,*,SPDR SERIES TRUST,OILGAS EQUIP,
78464A 90 8,,SPDR SERIES TRUST,CALL,
78464A 95 8,,SPDR SERIES TRUST,PUT,
78464A 75 5,*,SPDR SERIES TRUST,S&P METALS MNG,
78464A 90 5,,SPDR SERIES TRUST,CALL,
78464A 95 5,,SPDR SERIES TRUST,PUT,
78464A 76 3,*,SPDR SERIES TRUST,S&P DIVID ETF,
78464A 90 3,,SPDR SERIES TRUST,CALL,
78464A 95 3,,SPDR SERIES TRUST,PUT,
78464A 77 1,*,SPDR SERIES TRUST,S&P CAP MKTS,
78464A 90 1,,SPDR SERIES TRUST,CALL,
78464A 95 1,,SPDR SERIES TRUST,PUT,
78464A 78 9,*,SPDR SERIES TRUST,S&P INS ETF,
78464A 90 9,,SPDR SERIES TRUST,CALL,
78464A 95 9,,SPDR SERIES TRUST,PUT,
78464A 79 7,*,SPDR SERIES TRUST,S&P BK ETF,
78464A 90 7,,SPDR SERIES TRUST,CALL,
78464A 95 7,,SPDR SERIES TRUST,PUT,
78464A 80 5,*,SPDR SERIES TRUST,RUSSELL 3000 ETF,
78464A 90 5,,SPDR SERIES TRUST,CALL,
78464A 95 5,,SPDR SERIES TRUST,PUT,
78464A 81 3,*,SPDR SERIES TRUST,S&P 600 SML CAP,
78464A 90 3,,SPDR SERIES TRUST,CALL,
78464A 95 3,,SPDR SERIES TRUST,PUT,
78464A 82 1,*,SPDR SERIES TRUST,S&P 400 MDCP GRW,
78464A 90 1,,SPDR SERIES TRUST,CALL,
78464A 95 1,,SPDR SERIES TRUST,PUT,
78464A 83 9,*,SPDR SERIES TRUST,S&P 400 MDCP VAL,
78464A 90 9,,SPDR SERIES TRUST,CALL,
78464A 95 9,,SPDR SERIES TRUST,PUT,
78464A 84 7,*,SPDR SERIES TRUST,SM CAP COMPLETE,
78464A 90 7,,SPDR SERIES TRUST,CALL,
78464A 95 7,,SPDR SERIES TRUST,PUT,
78464A 85 4,,SPDR SERIES TRUST,RUSSELL 1000 ETF,
78464A 86 2,*,SPDR SERIES TRUST,S&P SEMICNDCTR,
78464A 90 2,,SPDR SERIES TRUST,CALL,
78464A 95 2,,SPDR SERIES TRUST,PUT,
78464A 87 0,*,SPDR SERIES TRUST,S&P BIOTECH,
78464A 90 0,,SPDR SERIES TRUST,CALL,
78464A 95 0,,SPDR SERIES TRUST,PUT,
78464A 88 8,*,SPDR SERIES TRUST,S&P HOMEBUILD,
78464A 90 8,,SPDR SERIES TRUST,CALL,
78464A 95 8,,SPDR SERIES TRUST,PUT,
78467J 10 0,*,SS&C TECHNOLOGIES HLDGS INC,COM,
78467J 90 0,,SS&C TECHNOLOGIES HLDGS INC,CALL,
78467J 95 0,,SS&C TECHNOLOGIES HLDGS INC,PUT,
78467V 10 3,,SSGA ACTIVE ETF TR,MULT ASS RLRTN,
78467V 20 2,,SSGA ACTIVE ETF TR,INCOM ALLO ETF,
78467V 40 0,,SSGA ACTIVE ETF TR,GLOBL ALLO ETF,
78467V 60 8,,SSGA ACTIVE ETF TR,BLKSTN GSOSRLN,
78467V 70 7,,SSGA ACTIVE ETF TR,ULT SHT TRM BD,
78467V 80 6,,SSGA ACTIVE ETF TR,MFS SYS COR EQ,
78467V 86 3,,SSGA ACTIVE ETF TR,SSGA RISK AWAR,ADDED
78467V 87 1,,SSGA ACTIVE ETF TR,MFS SYS VAL EQ,
78467V 88 9,,SSGA ACTIVE ETF TR,MFS SYS GWT EQ,
78467X 10 9,*,SPDR DOW JONES INDL AVRG ETF,UT SER 1,
78467X 90 9,,SPDR DOW JONES INDL AVRG ETF,CALL,
78467X 95 9,,SPDR DOW JONES INDL AVRG ETF,PUT,
78467Y 10 7,*,SPDR S&P MIDCAP 400 ETF TR,UTSER1 S&PDCRP,
78467Y 90 7,,SPDR S&P MIDCAP 400 ETF TR,CALL,
78467Y 95 7,,SPDR S&P MIDCAP 400 ETF TR,PUT,
78468K 10 6,,SP BANCORP INC,COM,
78468R 10 1,,SPDR SER TR,SHRT TRSRY ETF,
78468R 20 0,,SPDR SER TR,INV GRD FLT RT,
78468R 40 8,*,SPDR SER TR,SHT TRM HGH YLD,
78468R 90 8,,SPDR SER TR,CALL,
78468R 95 8,,SPDR SER TR,PUT,
78468R 50 7,,SPDR SER TR,SPDR BOFA ML,
78468R 60 6,,SPDR SER TR,SPDR BOFA CRSS,
78468R 70 5,,SPDR SER TR,S&P1500MOMTILT,
78468R 80 4,,SPDR SER TR,RUSS1000LOWVOL,
78468R 84 6,,SPDR SER TR,BRCLY HGH YIEL,
78468R 85 3,,SPDR SER TR,SPDR RUSSEL 2000,
78468R 86 1,,SPDR SER TR,BARC 1-10YRTIP,
78468R 87 9,,SPDR SER TR,BARCLAYS 0-5YR,
78468R 88 7,,SPDR SER TR,RUSS2000 LOVOL,
78469C 10 3,*,SP PLUS CORP,COM,
78469C 90 3,,SP PLUS CORP,CALL,
78469C 95 3,,SP PLUS CORP,PUT,
78478V 10 0,*,STR HLDGS INC,COM,
78478V 90 0,,STR HLDGS INC,CALL,
78478V 95 0,,STR HLDGS INC,PUT,
78486Q 10 1,*,SVB FINL GROUP,COM,
78486Q 90 1,,SVB FINL GROUP,CALL,
78486Q 95 1,,SVB FINL GROUP,PUT,
784933 10 3,,SPAR GROUP INC,COM,
78503N 10 7,*,SWS GROUP INC,COM,
78503N 90 7,,SWS GROUP INC,CALL,
78503N 95 7,,SWS GROUP INC,PUT,
785135 10 4,*,S&W SEED CO,COM,
785135 90 4,,S&W SEED CO,CALL,
785135 95 4,,S&W SEED CO,PUT,
785135 12 0,,S&W SEED CO,*W EXP 05/03/201,
785688 10 2,,SABINE ROYALTY TR,UNIT BEN INT,
78573L 10 6,*,SABRA HEALTH CARE REIT INC,COM,
78573L 90 6,,SABRA HEALTH CARE REIT INC,CALL,
78573L 95 6,,SABRA HEALTH CARE REIT INC,PUT,
78573M 10 4,*,SABRE CORP,COM,
78573M 90 4,,SABRE CORP,CALL,
78573M 95 4,,SABRE CORP,PUT,
78636X 10 5,,SAEXPLORATION HLDGS INC,COM,
786449 AK 4,,SAFEGUARD SCIENTIFICS INC,DBCV  5.250% 5/1,
786449 20 7,*,SAFEGUARD SCIENTIFICS INC,COM NEW,
786449 90 7,,SAFEGUARD SCIENTIFICS INC,CALL,
786449 95 7,,SAFEGUARD SCIENTIFICS INC,PUT,
78648T 10 0,*,SAFETY INS GROUP INC,COM,
78648T 90 0,,SAFETY INS GROUP INC,CALL,
78648T 95 0,,SAFETY INS GROUP INC,PUT,
786514 20 8,*,SAFEWAY INC,COM NEW,
786514 90 8,,SAFEWAY INC,CALL,
786514 95 8,,SAFEWAY INC,PUT,
786598 30 0,,SAGA COMMUNICATIONS INC,CL A NEW,
78667J 10 8,,SAGE THERAPEUTICS INC,COM,ADDED
786692 10 3,*,SAGENT PHARMACEUTICALS INC,COM,
786692 90 3,,SAGENT PHARMACEUTICALS INC,CALL,
786692 95 3,,SAGENT PHARMACEUTICALS INC,PUT,
78709Y 10 5,*,SAIA INC,COM,
78709Y 90 5,,SAIA INC,CALL,
78709Y 95 5,,SAIA INC,PUT,
790148 10 0,*,ST JOE CO,COM,
790148 90 0,,ST JOE CO,CALL,
790148 95 0,,ST JOE CO,PUT,
790849 10 3,*,ST JUDE MED INC,COM,
790849 90 3,,ST JUDE MED INC,CALL,
790849 95 3,,ST JUDE MED INC,PUT,
79379T 20 2,,SAJAN INC,COM NEW,ADDED
794093 10 4,*,SALEM COMMUNICATIONS CORP DE,CL A,
794093 90 4,,SALEM COMMUNICATIONS CORP DE,CALL,
794093 95 4,,SALEM COMMUNICATIONS CORP DE,PUT,
79466L AB 0,,SALESFORCE COM INC,NOTE  0.750% 1/1,
79466L AD 6,,SALESFORCE COM INC,NOTE  0.250% 4/0,
79466L 30 2,*,SALESFORCE COM INC,COM,
79466L 90 2,,SALESFORCE COM INC,CALL,
79466L 95 2,,SALESFORCE COM INC,PUT,
79471T 10 0,,SALIENT MLP & ENERGY INFRSTR,COM SH BEN INT,
79471V 10 5,,SALIENT MIDSTREAM & MLP FD,SH BEN INT,
795226 10 9,,SALISBURY BANCORP INC,COM,
795435 AC 0,,SALIX PHARMACEUTICALS INC,NOTE  2.750% 5/1,
795435 AE 6,,SALIX PHARMACEUTICALS INC,NOTE  1.500% 3/1,
795435 10 6,*,SALIX PHARMACEUTICALS INC,COM,
795435 90 6,,SALIX PHARMACEUTICALS INC,CALL,
795435 95 6,,SALIX PHARMACEUTICALS INC,PUT,
79546E 10 4,*,SALLY BEAUTY HLDGS INC,COM,
79546E 90 4,,SALLY BEAUTY HLDGS INC,CALL,
79546E 95 4,,SALLY BEAUTY HLDGS INC,PUT,
796043 10 7,*,SAMSON OIL & GAS LTD,SPON ADR,
796043 90 7,,SAMSON OIL & GAS LTD,CALL,
796043 95 7,,SAMSON OIL & GAS LTD,PUT,
798241 10 5,*,SAN JUAN BASIN RTY TR,UNIT BEN INT,
798241 90 5,,SAN JUAN BASIN RTY TR,CALL,
798241 95 5,,SAN JUAN BASIN RTY TR,PUT,
79970Y 10 5,*,SANCHEZ ENERGY CORP,COM,
79970Y 90 5,,SANCHEZ ENERGY CORP,CALL,
79970Y 95 5,,SANCHEZ ENERGY CORP,PUT,
800013 10 4,*,SANDERSON FARMS INC,COM,
800013 90 4,,SANDERSON FARMS INC,CALL,
800013 95 4,,SANDERSON FARMS INC,PUT,
80004C AD 3,,SANDISK CORP,NOTE  1.500% 8/1,
80004C 10 1,*,SANDISK CORP,COM,
80004C 90 1,,SANDISK CORP,CALL,
80004C 95 1,,SANDISK CORP,PUT,
80007A 10 2,*,SANDRIDGE PERMIAN TR,COM UNIT BEN INT,
80007A 90 2,,SANDRIDGE PERMIAN TR,CALL,
80007A 95 2,,SANDRIDGE PERMIAN TR,PUT,
80007P 30 7,*,SANDRIDGE ENERGY INC,COM,
80007P 90 7,,SANDRIDGE ENERGY INC,CALL,
80007P 95 7,,SANDRIDGE ENERGY INC,PUT,
80007T 10 1,*,SANDRIDGE MISSISSIPPIAN TR I,UNIT BEN INT,
80007T 90 1,,SANDRIDGE MISSISSIPPIAN TR I,CALL,
80007T 95 1,,SANDRIDGE MISSISSIPPIAN TR I,PUT,
80007V 10 6,*,SANDRIDGE MISSISSIPPIAN TR I,SH BEN INT,
80007V 90 6,,SANDRIDGE MISSISSIPPIAN TR I,CALL,
80007V 95 6,,SANDRIDGE MISSISSIPPIAN TR I,PUT,
80013R 20 6,*,SANDSTORM GOLD LTD,COM NEW,
80013R 90 6,,SANDSTORM GOLD LTD,CALL,
80013R 95 6,,SANDSTORM GOLD LTD,PUT,
800363 10 3,*,SANDY SPRING BANCORP INC,COM,
800363 90 3,,SANDY SPRING BANCORP INC,CALL,
800363 95 3,,SANDY SPRING BANCORP INC,PUT,
800422 10 7,,SANFILIPPO JOHN B & SON INC,COM,
800677 10 6,*,SANGAMO BIOSCIENCES INC,COM,
800677 90 6,,SANGAMO BIOSCIENCES INC,CALL,
800677 95 6,,SANGAMO BIOSCIENCES INC,PUT,
80105N 10 5,*,SANOFI,SPONSORED ADR,
80105N 90 5,,SANOFI,CALL,
80105N 95 5,,SANOFI,PUT,
80105N 11 3,*,SANOFI,RIGHT 12/31/2020,
80105N 90 3,,SANOFI,CALL,
80105N 95 3,,SANOFI,PUT,
801056 10 2,*,SANMINA CORPORATION,COM,
801056 90 2,,SANMINA CORPORATION,CALL,
801056 95 2,,SANMINA CORPORATION,PUT,
80283M 10 1,*,SANTANDER CONSUMER USA HDG I,COM,
80283M 90 1,,SANTANDER CONSUMER USA HDG I,CALL,
80283M 95 1,,SANTANDER CONSUMER USA HDG I,PUT,
803054 20 4,*,SAP AG,SPON ADR,
803054 90 4,,SAP AG,CALL,
803054 95 4,,SAP AG,PUT,
803062 10 8,*,SAPIENT CORP,COM,
803062 90 8,,SAPIENT CORP,CALL,
803062 95 8,,SAPIENT CORP,PUT,
80349A 20 8,,SARATOGA INVT CORP,COM NEW,
803521 10 3,,SARATOGA RES INC TEX,COM,
803607 10 0,*,SAREPTA THERAPEUTICS INC,COM,
803607 90 0,,SAREPTA THERAPEUTICS INC,CALL,
803607 95 0,,SAREPTA THERAPEUTICS INC,PUT,
803866 30 0,*,SASOL LTD,SPONSORED ADR,
803866 90 0,,SASOL LTD,CALL,
803866 95 0,,SASOL LTD,PUT,
804395 10 1,,SAUL CTRS INC,COM,
80589M 10 2,*,SCANA CORP NEW,COM,
80589M 90 2,,SCANA CORP NEW,CALL,
80589M 95 2,,SCANA CORP NEW,PUT,
806037 10 7,*,SCANSOURCE INC,COM,
806037 90 7,,SCANSOURCE INC,CALL,
806037 95 7,,SCANSOURCE INC,PUT,
806373 10 6,,SCHAWK INC,CL A,DELETED
806407 10 2,*,SCHEIN HENRY INC,COM,
806407 90 2,,SCHEIN HENRY INC,CALL,
806407 95 2,,SCHEIN HENRY INC,PUT,
806857 10 8,*,SCHLUMBERGER LTD,COM,
806857 90 8,,SCHLUMBERGER LTD,CALL,
806857 95 8,,SCHLUMBERGER LTD,PUT,
806870 20 0,,SCHMITT INDS INC ORE,COM NEW,
806882 10 6,*,SCHNITZER STL INDS,CL A,
806882 90 6,,SCHNITZER STL INDS,CALL,
806882 95 6,,SCHNITZER STL INDS,PUT,
807066 10 5,*,SCHOLASTIC CORP,COM,
807066 90 5,,SCHOLASTIC CORP,CALL,
807066 95 5,,SCHOLASTIC CORP,PUT,
808194 10 4,*,SCHULMAN A INC,COM,
808194 90 4,,SCHULMAN A INC,CALL,
808194 95 4,,SCHULMAN A INC,PUT,
808513 10 5,*,SCHWAB CHARLES CORP NEW,COM,
808513 90 5,,SCHWAB CHARLES CORP NEW,CALL,
808513 95 5,,SCHWAB CHARLES CORP NEW,PUT,
808524 10 2,*,SCHWAB STRATEGIC TR,US BRD MKT ETF,
808524 90 2,,SCHWAB STRATEGIC TR,CALL,
808524 95 2,,SCHWAB STRATEGIC TR,PUT,
808524 20 1,*,SCHWAB STRATEGIC TR,US LRG CAP ETF,
808524 90 1,,SCHWAB STRATEGIC TR,CALL,
808524 95 1,,SCHWAB STRATEGIC TR,PUT,
808524 30 0,*,SCHWAB STRATEGIC TR,US LCAP GR ETF,
808524 90 0,,SCHWAB STRATEGIC TR,CALL,
808524 95 0,,SCHWAB STRATEGIC TR,PUT,
808524 40 9,*,SCHWAB STRATEGIC TR,US LCAP VA ETF,
808524 90 9,,SCHWAB STRATEGIC TR,CALL,
808524 95 9,,SCHWAB STRATEGIC TR,PUT,
808524 50 8,*,SCHWAB STRATEGIC TR,US MID-CAP ETF,
808524 90 8,,SCHWAB STRATEGIC TR,CALL,
808524 95 8,,SCHWAB STRATEGIC TR,PUT,
808524 60 7,*,SCHWAB STRATEGIC TR,US SML CAP ETF,
808524 90 7,,SCHWAB STRATEGIC TR,CALL,
808524 95 7,,SCHWAB STRATEGIC TR,PUT,
808524 70 6,*,SCHWAB STRATEGIC TR,EMRG MKTEQ ETF,
808524 90 6,,SCHWAB STRATEGIC TR,CALL,
808524 95 6,,SCHWAB STRATEGIC TR,PUT,
808524 73 0,,SCHWAB STRATEGIC TR,SCHWB FDT EMK LG,
